"Countries","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Sweden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA
"Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0396301188903567,NA,NA,NA,0,NA,NA,0.0982142857142857,0.0638297872340425,0.117608836907083,NA,0.252631578947368,NA,NA,NA,NA,0.357142857142857,NA,NA,NA,0.100358422939068,0.0205047318611987,NA,0.0553977272727273,0.122676579925651,0.13745704467354,0.0720306513409962,0.0416851799491053,0.0440239428461093,0.0612753829711436,0.0161943319838057,0.0584872471416007,0.0294722412611378,0.0269230769230769,0.0199025182778229,0.0204081632653061,0.0108695652173913,0.0322061191626409,0.0210045662100457,0.0333190944041008,NA,0.0213404995257667,0.036096256684492,0.029126213592233,0.0225872689938398,0.0213178294573643
"Yemen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136842105263158,0.131578947368421,0.106976744186047,0.166666666666667,0,NA,NA,0.0289855072463768,0.0230414746543779,0.0277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0545454545454545,0.0133333333333333,0.00421529459876058,NA,NA,NA,NA,0.0104120373309631
"New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Italy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0827338129496403,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0539083557951483,NA,NA,0,0,0.091254752851711,NA,NA,0,NA,0.100616016427105,NA,NA,NA,NA,0,0.0019159382109927,0.0357434792301404,0.0302917903066271,0.0268456375838926,0.0207994284126543,0.102803738317757,0,0,0.115384615384615,0.0424068767908309,0.0244454504300589,0.0234211626934337,0.0175365344467641,0.0279293641547612,0.0124269005847953,0.00592592592592593,0.00995475113122172,0.0132594021215043,0.0105263157894737,0.0312876052948255,0.021735350373848,0.0147186147186147,0.0333333333333333,0.0106951871657754,NA,NA,0.0158730158730159,0.0256696428571429
"Mozambique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19205298013245,0.135559921414538,0.272727272727273,0.666666666666667,0.166666666666667,NA,0.119851007887818,0.0701320132013201,0.0752994865944096,0.086484137331595,0.0416007445323406,0.0211132437619962,0,0,NA,NA,0.032345013477089,0.0467244701348748,0.0417994137887091,0.0236023634828907,0.0256021814876534,0.0390173410404624,NA,NA,0.0296372582675363,0.031706974128234,0.0269349635678675,0.0134851832965041,0.0115988173754833,0.0140307692307692,0.00741386829481029,0.00547808764940239,0.0107816711590297,0.0045987947986045,0.0083905415713196,0.0112248266754705,0.00787641648457747,0.0157469717362046,0.00390930414386239,0.0108191653786708,0.0101658640984484,0.00208333333333333,0.00732349239043369,0.00226500566251416
"South Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0.0186263096623981,0.0124401913875598,0.018716577540107,0.0133616118769883,0.0169204737732657,0.00145878920495988,0.00833333333333333,0,NA,NA,NA,0,0,0.0256410256410256,0,NA,NA,NA,0.05,0.0294117647058824,0.00345756851578787,0.00218540114356767,0.00319872051179528,0.0115355037169956,0.0126490784242862,0.00799314872966029,NA,NA,0.00563091886357819,0.00541825095057034,NA,NA,NA,0,NA,NA,NA
"Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110169491525424,0.0730423338451415,0.0461114934618032,0.021978021978022,0,0.0416666666666667,0,0.0384615384615385,0.0993031358885017,0.0679611650485437,0.0232558139534884,NA,NA,NA,NA,0.0714285714285714,NA,NA,0.0285714285714286,0.0247933884297521,0,NA,NA,NA,0.027906976744186,0.0319010416666667,0.0462962962962963,0,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zimbabwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0536585365853659,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,0,NA,NA,NA,NA,NA,0.05126953125,0.061652739090065,NA,NA,NA,NA,0.0442211055276382,0.0682987404647862,0.133134328358209,0.0215384615384615,0.06144,0.0346878097125867,0.0756302521008403,0.0503875968992248,0.0773130544993663,0.0615384615384615,0.0487553076346682,0.0397047818878112,0.0220820189274448,0.00163934426229508,0.0434782608695652,NA,NA,0,0.1
"Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0264026402640264,0.15,0.0776255707762557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09375,0.0185859211647177,0.00700934579439252,NA,0.0075187969924812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Republic of Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,0.0875420875420875,0.110926150121065,0.119187182493161,0.112971516551193,0.0778118368309361,0.079587324981577,0.0699339207048458,0.13,0.126008064516129,0.174654752233956,0.12262156448203,0.110119612682742,0.107906976744186,0.0363228699551569,0.10077519379845,0.117294612976358,0.0934343434343434,0.0691964285714286,0.0324653364896855,0.0245901639344262,0.0554299485701508,0.0419657647708448,0.0476112832219142,0.0336424412335562,0.04,0.0249161073825503,0.0450704225352113,0.0263591433278418,0.031918505942275,0.0177659648877387,0.0403977625854568,0.0302301614565441,0.0146753246753247,0.0132020586260908,0.0116772823779193,0.013986013986014,0.062962962962963,NA,0.012453515523653,0.0151408450704225
"Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0889719626168224,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00931506849315068,0.0355932203389831,0.0276008492569002,0.0176991150442478,0.0293554562858966,0,0,NA,NA,0.0186495176848875,0,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands (Kingdom of the)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0
"The former state union Serbia and Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160673297628156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298903218030613,0.033879781420765,0.0137322216772928,0.0189003436426117,0.0216867469879518,0.068359375,0.0555555555555556,0.0579150579150579,NA,NA,NA,NA,0,0,0.0605427974947808,0,0.0729537366548043,0,0,0.0484941296579888,0.0243673851921275,0.0183139534883721,0.0156709108716944,0.0199401794616152,0.0138648180242634,0.0416666666666667,0.0170940170940171,0.0137509549274255,0.00790067720090293,0.00547945205479452,0.0170940170940171,0,0.003003003003003,0.000932835820895522,0.00467289719626168,0.0109184328837508,0.0154639175257732,0,0.0115207373271889
"Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274509803921569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218181818181818,0.00682805710738672,0.00415541242468315,0.222222222222222,NA,NA,NA,NA,NA,0.0571428571428571,0.0170841361592807,0.0256410256410256,0,NA,0,0.0313293818797629,0.136083743842365,NA,NA,0.133333333333333
"Democratic Republic of the Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0525711002585464,0.0926563916591115,0.077069457659372,0.336275746111812,0.0670991479473277,0.0822976150487068,0.0185185185185185,0.0405405405405405,0.118035882908404,0.189565217391304,0.108474576271186,0.0606060606060606,0.13034188034188,0.0723069355632071,0.030271934325295,0.177484787018256,0.0720154331088413,0.0397830018083183,0.0809028658381943,0.134655101197852,0.0838419438952406,0.0616001888128393,0.062754251417139,0.0680865921787709,0.0625118453471476,0.0362643003813435,0.0297455968688845,0.0181682799702159,0.0206375351225656,0.0212246630584739,0.0181757877280265,0.0103497969343639,0.0131086142322097,0.0269124423963134,0.024330827961142,0.0182229809976247,0.0167544926361303,0.0143884892086331,0.027017406471363
"Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0714285714285714,0.0241635687732342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131521262604121,NA,NA,NA,0,NA,0,0,0.113475177304965,0.0190662865288667,0.0149253731343284,0.40625,0.0148837209302326,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0194071983062809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0572792362768496,0,0.133333333333333,0.0416666666666667,0.00995024875621891,0.0925925925925926,0.0807453416149068,0,0.0309734513274336,0.0594059405940594,0.0428571428571429,0,NA,0.0515463917525773,0.0695825049701789,0.0598591549295775,0,0,0.0943396226415094,0.0583941605839416,0.0229813664596273,0.149847094801223,0.00647773279352227,0.0127388535031847,NA,0,0,0,0.0518518518518519,0.0144528561596696,0,0,NA,NA,0,NA,NA,NA,0
"Zambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136882129277567,0.916666666666667,0.298245614035088,0,0.0933713471133286,0.0815450643776824,NA,NA,NA,NA,NA,1,0.0847457627118644,0.0829405504029193,0.0783086027961232,0.0629618681643512,NA,NA,0.0193370165745856,0,0,0.0395973651099104,0.0672735346358792,0.0530717272434867,0.0353982300884956,0.0276453765490944,0.0307021154004445,0.00465735196274118,0.0341417910447761,0.0153105861767279,0.0189228529839884,0.0169779286926995,0.00912569914630556,0.0212121212121212,0.0101010101010101,NA,NA,NA,NA
"Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037037037037037,0.0398230088495575,0,0,0.05,0.0254237288135593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208284023668639,0.117647058823529,NA,NA,NA,NA,0.053623513574153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329724088448242,0.0364139538271065,0.00684415057131257,0.00380089174767926,NA,NA,NA,NA,NA,NA,NA
"Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic People's Republic of Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Norway",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0767326732673267,0.00925925925925926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169491525423729,0.00516351118760757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0607476635514019,NA,0.0833333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.0113333333333333,NA,NA,NA,NA,NA,NA,0.0186323221757322,0,0.0100035727045373,0.0440282169788373,0.0158730158730159,NA,NA,NA,0.00712589073634204,0.00689655172413793,0.0193548387096774,0.015889450838278,0,0.0522875816993464,0.0157089995112756,0,NA,NA,0.00717079530638853,0.0288957688338493,0.181818181818182,NA,NA
"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
